300.50	9.5000001465451E-7
301.00	9.5000001465451E-7
301.50	9.5000001465451E-7
302.00	9.5000001465451E-7
302.50	9.5000001465451E-7
303.00	9.5000001465451E-7
303.50	9.5000001465451E-7
304.00	9.5000001465451E-7
304.50	9.5000001465451E-7
305.00	9.5000001465451E-7
305.50	9.5000001465451E-7
306.00	9.5000001465451E-7
306.50	9.5000001465451E-7
307.00	9.5000001465451E-7
307.50	9.5000001465451E-7
308.00	9.5000001465451E-7
308.50	9.5000001465451E-7
309.00	9.5000001465451E-7
309.50	9.5000001465451E-7
310.00	9.5000001465451E-7
310.50	9.5000001465451E-7
311.00	9.5000001465451E-7
311.50	9.5000001465451E-7
312.00	9.5000001465451E-7
312.50	9.5000001465451E-7
313.00	9.5000001465451E-7
313.50	9.5000001465451E-7
314.00	9.5000001465451E-7
314.50	9.5000001465451E-7
315.00	9.5000001465451E-7
315.50	9.5000001465451E-7
316.00	9.5000001465451E-7
316.50	9.5000001465451E-7
317.00	9.5000001465451E-7
317.50	9.5000001465451E-7
318.00	9.5000001465451E-7
318.50	9.5000001465451E-7
319.00	9.5000001465451E-7
319.50	9.5000001465451E-7
320.00	9.5000001465451E-7
320.50	9.5000001465451E-7
321.00	9.5000001465451E-7
321.50	9.5000001465451E-7
322.00	9.5000001465451E-7
322.50	9.5000001465451E-7
323.00	9.5000001465451E-7
323.50	9.5000001465451E-7
324.00	9.5000001465451E-7
324.50	9.5000001465451E-7
325.00	9.5000001465451E-7
325.50	9.5000001465451E-7
326.00	9.5000001465451E-7
326.50	9.5000001465451E-7
327.00	9.5000001465451E-7
327.50	9.5000001465451E-7
328.00	9.5000001465451E-7
328.50	9.5000001465451E-7
329.00	9.5000001465451E-7
329.50	9.5000001465451E-7
330.00	9.5000001465451E-7
330.50	9.5000001465451E-7
331.00	9.5000001465451E-7
331.50	9.5000001465451E-7
332.00	9.5000001465451E-7
332.50	9.5000001465451E-7
333.00	9.5000001465451E-7
333.50	9.5000001465451E-7
334.00	9.5000001465451E-7
334.50	9.5000001465451E-7
335.00	9.5000001465451E-7
335.50	9.5000001465451E-7
336.00	9.5000001465451E-7
336.50	9.5000001465451E-7
337.00	9.5000001465451E-7
337.50	9.5000001465451E-7
338.00	9.5000001465451E-7
338.50	9.5000001465451E-7
339.00	9.5000001465451E-7
339.50	9.5000001465451E-7
340.00	9.5000001465451E-7
340.50	9.5000001465451E-7
341.00	1.4730300108567E-6
341.50	9.5000001465451E-7
342.00	9.5000001465451E-7
342.50	9.5000001465451E-7
343.00	9.5000001465451E-7
343.50	9.5000001465451E-7
344.00	9.5000001465451E-7
344.50	9.5000001465451E-7
345.00	9.5000001465451E-7
345.50	9.5000001465451E-7
346.00	9.5000001465451E-7
346.50	9.5000001465451E-7
347.00	9.5000001465451E-7
347.50	9.5000001465451E-7
348.00	9.5000001465451E-7
348.50	9.5000001465451E-7
349.00	9.5000001465451E-7
349.50	9.5000001465451E-7
350.00	9.5000001465451E-7
350.50	9.5000001465451E-7
351.00	9.5000001465451E-7
351.50	9.5000001465451E-7
352.00	9.5000001465451E-7
352.50	9.5000001465451E-7
353.00	9.5000001465451E-7
353.50	9.5000001465451E-7
354.00	9.5000001465451E-7
354.50	9.5000001465451E-7
355.00	9.5000001465451E-7
355.50	9.5000001465451E-7
356.00	9.5000001465451E-7
356.50	9.5000001465451E-7
357.00	9.5000001465451E-7
357.50	9.5000001465451E-7
358.00	9.5000001465451E-7
358.50	9.5000001465451E-7
359.00	9.5000001465451E-7
359.50	9.5000001465451E-7
360.00	9.5000001465451E-7
360.50	9.5000001465451E-7
361.00	9.5000001465451E-7
361.50	9.5000001465451E-7
362.00	9.5000001465451E-7
362.50	9.5000001465451E-7
363.00	9.5000001465451E-7
363.50	9.5000001465451E-7
364.00	9.5000001465451E-7
364.50	9.5000001465451E-7
365.00	9.5000001465451E-7
365.50	9.5000001465451E-7
366.00	9.5000001465451E-7
366.50	9.5000001465451E-7
367.00	9.5000001465451E-7
367.50	9.5000001465451E-7
368.00	9.5000001465451E-7
368.50	9.5000001465451E-7
369.00	9.5000001465451E-7
369.50	9.5000001465451E-7
370.00	9.5000001465451E-7
370.50	9.5000001465451E-7
371.00	9.5000001465451E-7
371.50	9.5000001465451E-7
372.00	9.5000001465451E-7
372.50	9.5000001465451E-7
373.00	9.5000001465451E-7
373.50	9.5000001465451E-7
374.00	9.5000001465451E-7
374.50	9.5000001465451E-7
375.00	9.5000001465451E-7
375.50	9.5000001465451E-7
376.00	9.5000001465451E-7
376.50	9.5000001465451E-7
377.00	9.5000001465451E-7
377.50	9.5000001465451E-7
378.00	9.5000001465451E-7
378.50	9.5000001465451E-7
379.00	9.5000001465451E-7
379.50	9.5000001465451E-7
380.00	9.5000001465451E-7
380.50	9.5000001465451E-7
